Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
R,"BANK OF AMERICA, N.A.",6.5,140000,360,80,95.0,1.0,55.0,799.0,Y,P,SF,1,P,FL,339,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.75,118000,360,80,80.0,4.0,33.0,752.0,N,P,SF,1,I,MD,212,N,9,2007,11,2007
C,AMTRUST BANK,6.875,131000,360,78,78.0,1.0,44.0,637.0,N,R,PU,1,P,TX,751,N,6,2007,8,2007
R,OTHER,6.625,380000,360,74,74.0,2.0,20.0,792.0,N,P,PU,1,P,AZ,857,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.125,167000,360,77,77.0,2.0,28.0,625.0,Y,P,SF,1,P,MN,553,N,10,2007,12,2007
C,SUNTRUST MORTGAGE INC.,6.375,250000,360,80,80.0,2.0,30.0,808.0,N,P,SF,1,P,FL,338,N,10,2007,12,2007
R,"CITIMORTGAGE, INC.",6.625,219000,360,64,72.0,1.0,33.0,764.0,N,C,SF,1,P,MN,550,N,11,2007,1,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,320000,360,73,73.0,2.0,40.0,666.0,N,C,SF,1,P,NJ,80,N,10,2007,12,2007
B,SUNTRUST MORTGAGE INC.,6.625,57000,360,90,90.0,1.0,28.0,714.0,N,P,SF,1,I,MI,485,N,9,2007,11,2007
B,"WELLS FARGO BANK, N.A.",6.375,158000,360,90,90.0,1.0,47.0,668.0,N,P,SF,1,I,NC,282,N,10,2007,12,2007
C,"PNC BANK, N.A.",6.5,119000,360,95,95.0,1.0,17.0,808.0,N,P,CO,1,P,AL,351,N,8,2007,10,2007
C,"PNC BANK, N.A.",6.625,200000,360,48,48.0,1.0,26.0,810.0,N,P,CO,1,P,NJ,80,N,7,2007,9,2007
C,"BANK OF AMERICA, N.A.",6.375,271000,360,80,95.0,2.0,42.0,777.0,N,P,PU,1,P,AZ,852,N,11,2007,1,2008
R,SUNTRUST MORTGAGE INC.,5.75,266000,360,61,61.0,1.0,29.0,664.0,N,R,SF,1,P,DC,200,N,10,2007,12,2007
B,"CITIMORTGAGE, INC.",5.875,242000,360,69,69.0,2.0,35.0,764.0,N,C,SF,1,P,MA,15,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,100000,360,44,47.0,1.0,23.0,591.0,N,C,CO,1,P,IL,606,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.375,210000,360,67,67.0,2.0,16.0,789.0,N,P,SF,1,P,LA,707,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.625,269000,360,89,89.0,2.0,33.0,667.0,N,R,SF,1,P,MA,18,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,185000,360,89,89.0,2.0,42.0,703.0,N,R,CO,1,S,WA,981,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.5,110000,180,69,69.0,2.0,27.0,793.0,N,P,SF,1,P,TN,371,N,8,2007,10,2007
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.375,244000,360,90,90.0,2.0,47.0,738.0,N,P,SF,1,P,IA,503,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",7.375,266000,360,90,90.0,1.0,47.0,650.0,N,C,SF,1,P,GA,302,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.75,202000,360,95,95.0,2.0,49.0,657.0,Y,P,PU,1,P,KY,405,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.72,100000,360,74,74.0,1.0,38.670606328740575,810.0,N,P,SF,1,P,IL,617,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,158000,360,80,90.0,1.0,44.0,674.0,N,C,PU,1,P,FL,347,N,12,2007,2,2008
R,OTHER,7.875,62000,360,90,90.0,1.0,38.670606328740575,720.0,N,P,SF,1,I,TX,759,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.25,134000,360,73,73.0,1.0,50.0,691.0,N,C,SF,1,P,PA,173,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,104000,180,56,63.0,2.0,23.0,722.0,N,C,SF,1,P,FL,320,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,6.5,417000,360,62,95.0,2.0,43.0,744.0,N,P,SF,1,P,FL,322,N,10,2007,12,2007
C,AMTRUST BANK,6.5,292000,360,80,80.0,2.0,63.0,724.0,N,P,SF,1,P,AZ,852,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.625,112000,360,90,90.0,1.0,63.0,740.0,N,P,PU,1,P,TX,773,N,8,2007,10,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.25,86000,360,79,79.0,1.0,61.0,766.0,N,C,SF,1,P,MI,481,N,8,2007,10,2007
R,OTHER,6.45,90000,360,50,50.0,2.0,48.0,806.0,N,C,SF,2,I,WI,537,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",7.5,81000,360,89,89.0,1.0,43.0,734.0,N,C,SF,1,P,NE,688,N,10,2007,12,2007
C,"PNC BANK, N.A.",6.625,200000,360,73,73.0,1.0,26.0,605.0,N,C,SF,1,P,VA,238,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",6.875,68000,360,95,95.0,1.0,47.0,652.0,N,P,SF,1,P,PA,161,N,11,2007,1,2008
R,OTHER,6.375,242000,180,30,30.0,2.0,23.0,801.0,N,R,SF,1,P,CA,951,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.375,204000,360,80,90.0,2.0,20.0,689.0,Y,P,PU,1,P,MO,630,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.625,149000,360,85,85.0,2.0,48.0,701.0,N,P,SF,1,P,PA,175,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,248000,360,80,83.0,2.0,29.0,725.0,N,C,SF,1,P,WA,981,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.375,152000,360,80,80.0,2.0,48.0,703.0,N,C,SF,1,P,OR,977,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.875,176000,360,80,80.0,1.0,50.0,655.0,N,C,SF,1,P,AZ,853,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.875,417000,360,78,90.0,2.0,43.0,597.0,N,R,SF,1,P,MD,217,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.375,176000,360,80,80.0,1.0,32.0,723.0,N,C,SF,1,P,GA,305,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.5,75000,300,72,72.0,1.0,24.0,678.0,N,R,SF,1,P,TN,372,N,11,2007,1,2008
R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.5,105000,360,67,67.0,2.0,37.0,711.0,N,C,SF,1,P,VA,232,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.5,162000,360,95,95.0,2.0,36.0,754.0,Y,P,SF,1,P,MO,641,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",7.375,266000,360,95,95.0,1.0,42.0,653.0,N,P,PU,1,P,FL,324,N,11,2007,1,2008
B,"PNC BANK, N.A.",6.625,152000,360,66,66.0,1.0,63.0,767.0,N,R,PU,1,P,CA,952,N,8,2007,10,2007
C,AMTRUST BANK,6.375,221000,360,84,84.0,2.0,50.0,653.0,N,P,CO,1,P,NH,31,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.125,89000,180,80,80.0,1.0,32.0,714.0,Y,P,PU,1,P,IN,462,N,4,2007,6,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.625,188000,180,80,80.0,1.0,38.670606328740575,802.0,N,P,SF,1,P,TX,750,N,5,2007,7,2007
B,"BANK OF AMERICA, N.A.",7.25,164000,360,80,88.0,1.0,40.0,614.0,N,C,SF,1,P,PA,190,N,8,2007,10,2007
R,OTHER,6.875,260000,360,96,96.0,1.0,24.0,759.0,N,P,PU,1,P,TN,370,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.5,184000,360,74,74.0,1.0,50.0,648.0,N,C,PU,1,P,FL,346,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,119000,360,66,66.0,1.0,55.0,622.0,N,R,SF,1,I,AZ,850,N,11,2007,1,2008
B,"PNC BANK, N.A.",6.755,129000,360,95,95.0,1.0,49.0,694.0,Y,P,CO,1,P,FL,333,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,184000,360,80,80.0,1.0,50.0,773.0,N,R,PU,1,P,FL,333,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.875,228000,360,58,58.0,1.0,37.0,668.0,N,R,CO,1,I,MA,24,N,10,2007,12,2007
C,"PNC BANK, N.A.",7.0,131000,360,70,90.0,2.0,32.0,689.0,N,P,SF,1,I,IL,600,N,8,2007,10,2007
C,"PNC BANK, N.A.",6.875,93000,360,39,39.0,2.0,35.0,598.0,N,C,PU,1,P,OR,970,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,263000,360,80,80.0,2.0,41.0,771.0,N,P,SF,1,P,IL,604,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.5,124000,360,80,80.0,1.0,22.0,771.0,N,P,SF,1,P,IN,469,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.625,300000,360,75,75.0,2.0,32.0,668.0,N,C,SF,1,P,MA,20,N,9,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.25,417000,360,60,83.0,1.0,36.0,687.0,N,C,CO,1,P,CA,907,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,417000,360,48,48.0,2.0,47.0,573.0,N,C,SF,1,P,CA,945,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,89000,360,80,80.0,1.0,23.0,760.0,N,P,SF,1,P,MI,481,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,336000,360,80,80.0,2.0,33.0,719.0,N,C,SF,1,P,MA,20,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.5,97000,360,70,70.0,1.0,25.0,796.0,N,C,SF,1,P,VA,230,N,11,2007,1,2008
R,"CHASE HOME FINANCE, LLC",6.875,118000,360,90,90.0,1.0,33.0,809.0,N,P,SF,1,P,TX,761,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",5.999,275000,360,68,68.0,2.0,63.0,810.0,N,C,SF,1,P,CA,928,N,9,2007,11,2007
R,SUNTRUST MORTGAGE INC.,6.375,293000,360,80,85.0,2.0,35.0,806.0,N,P,PU,1,P,GA,301,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,133000,360,90,90.0,2.0,26.0,697.0,Y,P,SF,1,P,OK,740,N,11,2007,1,2008
B,OTHER,6.625,200000,360,80,80.0,2.0,22.0,798.0,Y,P,SF,1,P,NY,124,N,10,2007,11,2007
R,"BANK OF AMERICA, N.A.",7.125,207000,360,95,95.0,1.0,45.0,669.0,N,R,SF,1,P,AZ,853,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.125,135000,360,68,68.0,1.0,33.0,719.0,N,C,SF,1,P,CA,960,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.25,259000,360,90,95.0,1.0,50.0,674.0,N,R,PU,1,P,IL,604,N,9,2007,12,2007
R,"PNC BANK, N.A.",6.375,286000,360,80,80.0,1.0,40.0,688.0,N,P,SF,1,P,IL,601,N,12,2007,1,2008
R,OTHER,6.625,110000,180,65,65.0,2.0,39.0,656.0,N,C,SF,1,P,PA,174,N,11,2007,1,2008
R,OTHER,6.5,242000,360,80,80.0,1.0,37.0,735.0,N,C,SF,1,P,AZ,850,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,132000,360,37,37.0,2.0,37.0,780.0,N,R,PU,1,P,CT,60,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.5,364000,360,80,80.0,1.0,40.0,673.0,N,C,SF,2,P,CT,66,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,208000,360,51,51.0,2.0,31.0,712.0,N,C,SF,1,P,OR,977,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,273000,360,72,72.0,2.0,25.0,803.0,N,P,PU,1,P,TX,756,N,10,2007,12,2007
R,OTHER,6.25,307000,360,80,80.0,1.0,37.0,742.0,N,P,MH,1,P,WA,982,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.375,335000,360,67,67.0,2.0,40.0,668.0,N,R,SF,1,P,TX,782,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",5.875,216000,240,82,82.0,2.0,29.0,740.0,N,C,SF,1,P,PA,189,N,12,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.375,338000,360,69,86.0,2.0,38.0,643.0,N,R,PU,1,P,KS,660,N,9,2007,11,2007
C,OTHER,6.875,224000,360,80,95.0,1.0,49.0,739.0,N,P,PU,1,P,FL,334,N,7,2007,9,2007
R,"PNC BANK, N.A.",7.25,90000,360,75,75.0,1.0,47.0,776.0,N,P,SF,1,I,MD,212,N,10,2007,12,2007
R,OTHER,6.75,186000,360,90,90.0,1.0,42.0,656.0,N,P,PU,1,I,FL,347,N,9,2007,11,2007
B,"CHASE HOME FINANCE, LLC",6.5,184000,360,49,49.0,1.0,53.0,756.0,N,P,SF,1,S,VA,225,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.625,283000,360,60,60.0,2.0,42.0,750.0,N,R,SF,1,S,MI,492,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.625,222000,360,90,90.0,2.0,42.0,765.0,N,C,SF,1,P,PA,180,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",7.0,287000,360,90,90.0,2.0,30.0,629.0,N,C,PU,1,P,AZ,853,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,88000,180,29,37.0,1.0,52.0,738.0,N,C,PU,1,P,VA,221,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.625,138000,360,63,63.0,2.0,19.0,692.0,N,C,SF,1,P,FL,330,N,9,2007,11,2007
R,"CHASE HOME FINANCE, LLC",6.875,140000,360,76,94.0,1.0,42.0,686.0,N,C,SF,1,P,CO,804,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",7.125,175000,360,88,88.0,1.0,51.0,635.0,N,R,SF,1,P,WA,993,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,233000,360,95,95.0,1.0,45.0,665.0,N,R,SF,1,P,MO,633,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.0,100000,360,80,80.0,1.0,41.0,637.0,N,C,SF,1,P,PA,191,N,12,2007,2,2008
B,"PNC BANK, N.A.",6.5,80000,180,44,44.0,1.0,21.0,694.0,N,C,CO,1,P,FL,333,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.25,194000,360,78,78.0,1.0,17.0,807.0,N,C,CO,1,P,MD,208,N,12,2007,2,2008
C,"CITIMORTGAGE, INC.",6.375,401000,360,90,90.0,2.0,37.0,692.0,N,C,SF,1,P,AL,351,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,265000,360,95,95.0,1.0,39.0,807.0,N,P,SF,1,P,MS,394,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,160000,360,44,44.0,1.0,33.0,790.0,N,C,CO,1,P,FL,331,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.25,396000,360,90,90.0,2.0,62.0,729.0,N,P,PU,1,P,WA,992,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.375,417000,360,78,95.0,2.0,42.0,805.0,Y,P,SF,1,P,MA,21,N,9,2007,11,2007
R,"PNC BANK, N.A.",6.375,94000,360,80,90.0,2.0,20.0,758.0,Y,P,SF,1,P,OH,453,N,12,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,160000,360,59,59.0,1.0,27.0,723.0,N,C,SF,1,P,WA,982,N,10,2007,12,2007
R,OTHER,7.125,116000,360,80,80.0,2.0,53.0,764.0,N,C,CO,1,I,FL,337,N,9,2007,11,2007
R,SUNTRUST MORTGAGE INC.,6.375,328000,360,80,80.0,1.0,27.0,690.0,N,C,PU,1,P,GA,300,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.25,224000,180,80,80.0,2.0,16.0,784.0,N,R,SF,1,P,WI,542,N,12,2007,2,2008
R,OTHER,6.125,250000,360,19,19.0,2.0,54.0,753.0,N,R,SF,1,P,NM,870,N,12,2007,2,2008
B,OTHER,6.875,95000,360,48,48.0,2.0,19.0,798.0,N,C,SF,1,P,MS,395,N,9,2007,11,2007
R,SUNTRUST MORTGAGE INC.,6.375,159000,360,46,46.0,1.0,41.0,680.0,N,C,SF,1,P,MD,207,N,10,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.875,242000,360,85,85.0,1.0,55.0,631.0,N,C,SF,1,P,WA,985,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,283000,360,69,69.0,2.0,39.0,707.0,N,R,SF,1,P,CA,952,N,10,2007,12,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.875,113000,360,78,78.0,2.0,42.0,729.0,N,C,PU,1,P,TX,770,N,10,2007,12,2007
R,OTHER,6.5,216000,360,80,80.0,1.0,58.0,811.0,N,P,SF,1,P,PA,172,N,10,2007,12,2007
R,OTHER,6.05,377000,360,66,66.0,1.0,15.0,768.0,N,R,PU,1,P,OH,430,N,5,2007,8,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.75,164000,360,55,55.0,2.0,32.0,677.0,N,R,SF,1,P,NJ,72,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.25,112000,240,80,80.0,2.0,28.0,648.0,N,C,SF,1,P,IL,620,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",7.125,126000,360,80,80.0,1.0,52.0,640.0,N,R,SF,1,I,NC,284,N,7,2007,9,2007
B,OTHER,7.5,219000,360,80,80.0,1.0,31.0,708.0,Y,P,SF,1,P,UT,840,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.875,325000,360,74,74.0,1.0,41.0,626.0,N,R,SF,1,P,UT,840,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.375,119000,360,75,75.0,2.0,18.0,752.0,N,R,SF,1,I,GA,306,N,10,2007,12,2007
R,"CITIMORTGAGE, INC.",6.875,262000,360,90,90.0,2.0,16.0,776.0,N,P,CO,1,S,FL,336,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.125,146000,360,80,90.0,2.0,47.0,721.0,N,P,PU,1,P,TX,773,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.25,182000,360,69,69.0,2.0,17.0,694.0,N,C,SF,1,P,PA,183,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.625,95000,360,62,62.0,1.0,36.0,763.0,N,C,PU,1,P,FL,338,N,10,2007,12,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,210000,360,80,90.0,2.0,13.0,696.0,N,P,SF,1,I,TX,770,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.625,119000,360,69,69.0,2.0,12.0,762.0,N,C,SF,1,P,MI,481,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.375,259000,360,90,90.0,1.0,47.0,759.0,N,R,SF,1,P,RI,29,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.0,310000,360,80,80.0,2.0,47.0,681.0,N,P,SF,1,P,CA,925,N,2,2007,5,2007
C,"CITIMORTGAGE, INC.",5.75,84000,360,62,62.0,2.0,63.0,805.0,N,P,CO,1,P,KY,410,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",5.625,160000,360,80,80.0,1.0,27.0,763.0,N,P,SF,1,P,TX,782,N,12,2007,2,2008
R,"BANK OF AMERICA, N.A.",6.375,145000,360,61,61.0,2.0,38.0,736.0,N,C,SF,1,P,SC,295,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,383000,360,80,80.0,1.0,28.0,795.0,N,P,SF,1,P,MN,550,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.75,146000,360,80,80.0,2.0,56.0,659.0,N,C,SF,1,P,TX,774,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.625,98000,360,68,74.0,2.0,54.0,793.0,N,R,MH,1,P,MI,486,N,7,2007,9,2007
R,"GMAC MORTGAGE, LLC",6.875,230000,360,31,31.0,2.0,24.0,662.0,N,C,SF,1,P,MA,25,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.0,380000,360,80,90.0,1.0,38.0,779.0,Y,P,SF,1,P,NJ,88,N,10,2007,12,2007
B,OTHER,6.5,384000,360,80,80.0,2.0,48.0,748.0,Y,P,CO,1,P,NY,113,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,235000,360,80,80.0,2.0,50.0,732.0,N,P,SF,1,P,CO,815,N,8,2007,10,2007
R,OTHER,6.375,214000,360,42,42.0,1.0,38.670606328740575,674.0,N,R,CO,1,P,WA,981,N,11,2007,1,2008
C,AMTRUST BANK,6.875,140000,360,74,74.0,2.0,18.0,560.0,N,C,PU,1,P,AL,365,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.0,480000,360,62,62.0,2.0,33.0,774.0,N,R,SF,2,P,NJ,70,N,10,2007,12,2007
R,"CHASE HOME FINANCE, LLC",6.5,259000,360,70,70.0,1.0,38.0,713.0,N,C,PU,1,P,TX,770,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.125,280000,360,43,43.0,2.0,37.0,781.0,N,R,SF,1,P,CO,805,N,12,2007,2,2008
C,"WELLS FARGO BANK, N.A.",6.375,297000,360,90,90.0,2.0,33.0,662.0,N,C,SF,1,P,LA,700,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.625,140000,360,73,73.0,2.0,26.0,610.0,N,C,SF,1,P,MD,218,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.125,276000,360,80,80.0,1.0,36.0,783.0,Y,P,SF,1,P,WA,980,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",7.125,76000,360,61,61.0,1.0,42.0,625.0,N,C,SF,1,P,SC,292,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",7.25,126000,360,90,90.0,1.0,50.0,658.0,N,P,SF,1,I,IN,462,N,10,2007,12,2007
R,OTHER,6.125,250000,360,46,46.0,1.0,30.0,808.0,Y,P,CO,1,P,CA,951,N,11,2007,1,2008
R,OTHER,6.25,81000,360,95,95.0,2.0,30.0,625.0,N,P,SF,1,P,IL,627,N,12,2007,2,2008
C,"GMAC MORTGAGE, LLC",6.125,534000,360,80,80.0,2.0,50.0,693.0,N,P,SF,2,P,NY,103,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",5.875,394000,360,79,79.0,2.0,47.0,703.0,N,P,CO,1,P,CA,900,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.5,310000,360,69,69.0,2.0,45.0,627.0,N,C,SF,2,P,IL,606,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",6.375,34000,120,36,36.0,2.0,43.0,615.0,N,R,SF,1,P,FL,322,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,125000,360,95,95.0,1.0,50.0,672.0,N,R,SF,1,P,PA,152,N,10,2007,12,2007
R,OTHER,6.25,146000,360,80,80.0,1.0,48.0,674.0,N,R,SF,1,P,UT,840,N,11,2007,1,2008
R,OTHER,6.625,79000,180,53,53.0,2.0,41.0,804.0,N,C,SF,1,P,PR,6,N,8,2007,10,2007
C,"WELLS FARGO BANK, N.A.",6.625,290000,360,95,95.0,2.0,57.0,637.0,Y,P,CO,1,P,IL,604,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.25,220000,360,74,74.0,2.0,48.0,803.0,N,P,SF,1,P,VA,245,N,12,2007,2,2008
R,OTHER,6.75,144000,360,90,90.0,1.0,39.0,802.0,N,C,SF,1,P,MI,494,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.25,132000,360,95,95.0,1.0,54.0,745.0,N,P,SF,1,P,NC,283,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.75,328000,360,80,80.0,1.0,33.0,622.0,Y,P,SF,1,P,NC,279,N,9,2007,11,2007
B,"PNC BANK, N.A.",6.375,336000,360,80,90.0,2.0,39.0,767.0,N,R,PU,1,S,TX,773,N,9,2007,11,2007
B,"PNC BANK, N.A.",6.375,149000,360,90,90.0,2.0,28.0,744.0,Y,P,PU,1,P,SC,296,N,8,2007,10,2007
R,"CHASE HOME FINANCE, LLC",6.625,61000,360,42,42.0,1.0,31.0,683.0,N,P,PU,1,P,SC,294,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.625,460000,360,80,94.0,2.0,49.0,684.0,Y,P,SF,2,P,NY,105,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.75,117000,360,95,95.0,2.0,37.0,762.0,N,P,SF,1,P,OK,730,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.5,170000,360,74,74.0,2.0,39.0,632.0,N,C,SF,1,P,CA,935,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.625,25000,180,37,37.0,1.0,5.0,611.0,N,C,SF,1,P,WI,542,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,312000,360,80,80.0,1.0,46.0,792.0,N,P,SF,1,P,NY,117,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.625,207000,360,70,70.0,2.0,29.0,775.0,N,C,CO,3,I,MA,16,N,11,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.5,167000,360,73,81.0,2.0,19.0,793.0,N,R,SF,2,I,TX,785,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.375,315000,180,70,70.0,2.0,28.0,674.0,N,C,SF,1,P,CT,66,N,8,2007,10,2007
C,"PNC BANK, N.A.",6.25,350000,360,80,80.0,2.0,51.0,793.0,N,R,SF,1,S,NC,287,N,11,2007,1,2008
B,"PNC BANK, N.A.",6.5,280000,360,53,53.0,2.0,26.0,788.0,N,C,SF,2,I,CA,954,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.5,58000,120,33,33.0,2.0,13.0,667.0,N,R,SF,1,P,MD,217,N,8,2007,11,2007
R,"CHASE HOME FINANCE, LLC",6.625,188000,360,75,75.0,2.0,20.0,790.0,N,P,PU,1,I,NC,282,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",7.25,54000,360,80,80.0,1.0,12.0,643.0,N,C,SF,1,P,OH,455,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.25,365000,360,73,73.0,2.0,20.0,656.0,N,C,PU,1,P,VA,221,N,12,2007,2,2008
R,OTHER,6.375,195000,360,56,56.0,1.0,16.0,777.0,N,C,SF,1,P,UT,841,N,10,2007,12,2007
